,OrderNumber,OrderDate,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost,ProductIndex,Category,CustomerIndex,CustomerNames,Emails,HeadOfficeIndex,RegionIndex,City,Country
5006,SO - 0005107,42385,Distributor,USD,AXW291,4,10,1045.2,10452.0,501.696,3,electronics,163,Zava Group,emyers4p@princeton.edu,25,4,ROMA,Italy
5007,SO - 0005108,42385,Distributor,USD,AXW291,26,8,5949.6,47596.8,3272.28,12,garden & outdoor,82,Accudial Company,ngarza2s@illinois.edu,2,26,Torino (Turin),Italy
5008,SO - 0005109,42385,Distributor,USD,AXW291,14,7,3946.3,27624.1,1578.52,9,health & personal care,76,NARS Group,bhamilton70@multiply.com,27,14,Kharkov,Ukraine
5009,SO - 0005110,42385,Wholesale,USD,AXW291,15,9,1969.8,17728.2,1536.444,12,garden & outdoor,81,General Company,mjones2v@omniture.com,48,15,Barcelona,Spain
5010,SO - 0005111,42385,Export,USD,AXW291,3,6,5862.5,35175.0,2872.625,14,musical instruments,94,Browsetype Corp,fbutlerco@1und1.de,63,3,MADRID,Spain
5011,SO - 0005112,42385,Wholesale,USD,AXW291,30,5,1681.7,8408.5,739.948,7,men's & women's clothing,7,Skidoo Company,cmiller1e@statcounter.com,41,30,Marseille,France
5012,SO - 0005113,42386,Wholesale,USD,AXW291,17,6,2432.1,14592.6,1361.976,10,accessories,139,Zoomzone Corp,kwheeler2h@army.mil,63,17,München (Munich),Germany
5013,SO - 0005114,42386,Distributor,USD,GUT930,41,11,1701.8,18719.8,1429.512,14,musical instruments,75,Cogilith Group,bnelson17@parallels.com,50,41,Sevilla,Spain
5014,SO - 0005115,42386,Wholesale,USD,AXW291,30,7,3504.1,24528.7,2207.583,11,toy & kids products,137,Aldi Ltd,fcampbell80@360.cn,28,30,Marseille,France
5015,SO - 0005116,42386,Distributor,USD,GUT930,40,11,2639.8,29037.8,1689.472,9,health & personal care,22,SAFEWAY Ltd,rclark1m@oracle.com,45,40,Kryvy Rig,Ukraine
5016,SO - 0005117,42386,Wholesale,USD,NXH382,53,12,1701.8,20421.6,1021.08,7,men's & women's clothing,57,Camido Company,alopez2b@vistaprint.com,54,53,VILNIUS,Lithuania
5017,SO - 0005118,42386,Distributor,USD,AXW291,14,7,5514.1,38598.7,2315.922,12,garden & outdoor,121,Tambee Company,hturnerw@answers.com,47,14,Kharkov,Ukraine
5018,SO - 0005119,42386,Wholesale,USD,AXW291,15,10,1105.5,11055.0,696.465,9,health & personal care,113,Talane Group,ajacobs49@ow.ly,64,15,Barcelona,Spain
5019,SO - 0005120,42386,Wholesale,USD,FLR025,63,8,1031.8,8254.4,815.122,12,garden & outdoor,148,Jabbercube Corp,dkennedyaj@intel.com,8,63,Hannover,Germany
5020,SO - 0005121,42386,Wholesale,USD,AXW291,9,6,5681.6,34089.6,4090.752,10,accessories,88,Twitterbri Ltd,lburkefb@epa.gov,46,9,Hamburg,Germany
5021,SO - 0005122,42386,Wholesale,USD,AXW291,31,8,2525.9,20207.2,1869.166,3,electronics,76,NARS Group,bhamilton70@multiply.com,27,31,RIGA,Latvia
5022,SO - 0005123,42386,Wholesale,USD,FLR025,65,6,1279.7,7678.2,639.85,12,garden & outdoor,153,WOONSOCKET Corp,ejordan2g@nba.com,13,65,OSLO,Norway
5023,SO - 0005124,42387,Wholesale,USD,AXW291,24,12,3095.4,37144.8,2073.918,9,health & personal care,1,Geiss Company,lharrison3v@eepurl.com,6,24,Odessa,Ukraine
5024,SO - 0005125,42387,Wholesale,USD,AXW291,9,5,174.2,871.0,146.328,9,health & personal care,123,Muxo Group,hday5g@webnode.com,11,9,Hamburg,Germany
5025,SO - 0005126,42387,Wholesale,USD,AXW291,1,6,978.2,5869.2,684.74,15,pet supplies,8,Amerisourc Corp,kcarr11@ustream.tv,23,1,LONDON,UK
5026,SO - 0005127,42387,Wholesale,USD,FLR025,61,5,227.8,1139.0,148.07,15,pet supplies,113,Talane Group,ajacobs49@ow.ly,64,61,SARAJEVO,Bosnia
5027,SO - 0005128,42387,Distributor,USD,AXW291,2,5,227.8,1139.0,161.738,1,home appliances,30,Shuffledri Group,vlittle3@wordpress.com,28,2,BERLIN,Germany
5028,SO - 0005129,42387,Export,USD,NXH382,52,8,6318.1,50544.8,4738.575,14,musical instruments,5,Blogtags Ltd,rscott2f@printfriendly.com,8,52,Stuttgart,Germany
5029,SO - 0005130,42387,Wholesale,USD,AXW291,16,9,1701.8,15316.2,935.99,14,musical instruments,140,Safecor Corp,bchapmanu@geocities.jp,53,16,Milano (Milan),Italy
5030,SO - 0005131,42387,Distributor,USD,FLR025,60,8,3055.2,24441.6,2230.296,15,pet supplies,72,Wordware Company,tlopezn@bandcamp.com,15,60,Sheffield,UK
5031,SO - 0005132,42387,Distributor,USD,AXW291,17,11,877.7,9654.7,728.491,8,car & motorbike,4,Eire Corp,rgreene16@deviantart.com,64,17,München (Munich),Germany
5032,SO - 0005133,42388,Wholesale,USD,NXH382,55,5,1098.8,5494.0,901.016,14,musical instruments,51,Yombu Corp,dfox1t@reuters.com,13,55,Düsseldorf,Germany
5033,SO - 0005134,42388,Wholesale,USD,AXW291,17,10,958.1,9581.0,469.469,15,pet supplies,147,SUPERVALU Ltd,pbowman2q@usa.gov,27,17,München (Munich),Germany
5034,SO - 0005135,42388,Wholesale,USD,NXH382,50,9,1005.0,9045.0,452.25,14,musical instruments,14,Alembic Ltd,bcooper41@guardian.co.uk,2,50,Rotterdam,Netherlands
5035,SO - 0005136,42388,Wholesale,USD,AXW291,26,11,1058.6,11644.6,804.536,5,sports & fitness,156,Actavis Company,jkimw@netscape.com,22,26,Torino (Turin),Italy
5036,SO - 0005137,42388,Wholesale,USD,NXH382,48,5,1058.6,5293.0,698.676,10,accessories,48,Rochester Group,ksmith4t@blinklist.com,24,48,Zaragoza,Spain
5037,SO - 0005138,42389,Wholesale,USD,FLR025,61,7,5540.9,38786.3,2437.996,11,toy & kids products,61,Eidel Corp,jrogersda@dion.ne.jp,5,61,SARAJEVO,Bosnia
5038,SO - 0005139,42389,Wholesale,USD,NXH382,54,12,1132.3,13587.6,600.119,14,musical instruments,70,Cogidoo Company,mcarrolli3@foxnews.com,36,54,Poznan,Poland
5039,SO - 0005140,42389,Distributor,USD,AXW291,10,9,1125.6,10130.4,506.52,14,musical instruments,110,Holston Company,chamilton3z@geocities.jp,34,10,MINSK,Belarus
5040,SO - 0005141,42389,Wholesale,USD,NXH382,59,5,2552.7,12763.5,1225.296,10,accessories,48,Rochester Group,ksmith4t@blinklist.com,24,59,Bremen,Germany
5041,SO - 0005142,42389,Wholesale,USD,AXW291,26,6,1018.4,6110.4,661.96,8,car & motorbike,6,Family Corp,ajacobs2g@seattletimes.com,61,26,Torino (Turin),Italy
5042,SO - 0005143,42389,Export,USD,NXH382,55,12,964.8,11577.6,472.752,9,health & personal care,101,Feednation Corp,rbennett8q@tinypic.com,29,55,Düsseldorf,Germany
5043,SO - 0005144,42389,Distributor,USD,AXW291,8,11,964.8,10612.8,685.008,7,men's & women's clothing,112,Skiptube Ltd,jmcdonaldbb@disqus.com,35,8,BUDAPEST,Hungary
5044,SO - 0005145,42389,Distributor,USD,AXW291,7,12,2492.4,29908.8,996.96,11,toy & kids products,145,Janyx Group,earnold59@epa.gov,11,7,BUCURESTI (Bucharest),Romania
5045,SO - 0005146,42389,Wholesale,USD,GUT930,39,5,971.5,4857.5,806.345,11,toy & kids products,141,Skinder Group,slawsonci@meetup.com,46,39,Leeds,UK
5046,SO - 0005147,42389,Export,USD,AXW291,1,6,1065.3,6391.8,777.669,14,musical instruments,34,Z.H.T. Group,rwhitedq@nymag.com,29,1,LONDON,UK
5047,SO - 0005148,42389,Export,USD,GUT930,36,6,6130.5,36783.0,3310.47,3,electronics,47,Gigabox Group,jjohnston3t@homestead.com,39,36,Kraków,Poland
5048,SO - 0005149,42390,Wholesale,USD,AXW291,15,12,2653.2,31838.4,1936.836,13,beauty make-up,136,Bath Group,cparker3z@state.tx.us,58,15,Barcelona,Spain
5049,SO - 0005150,42390,Wholesale,USD,AXW291,15,11,1125.6,12381.6,607.824,15,pet supplies,129,Sanum-Kehl Group,pwells2x@zimbio.com,50,15,Barcelona,Spain
5050,SO - 0005151,42390,Distributor,USD,AXW291,21,6,857.6,5145.6,531.712,15,pet supplies,58,Ozu Ltd,rburns9i@usda.gov,14,21,Donetsk,Ukraine
5051,SO - 0005152,42390,Wholesale,USD,AXW291,20,5,1782.2,8911.0,1354.472,10,accessories,55,American Corp,ecollinsd1@seesaa.net,52,20,Dnepropetrovsk,Ukraine
5052,SO - 0005153,42390,Wholesale,USD,AXW291,13,7,2010.0,14070.0,1045.2,14,musical instruments,85,Lazzy Group,ewright29@theatlantic.com,19,13,WIEN (Vienna),Austria
5053,SO - 0005154,42391,Export,USD,NXH382,57,8,857.6,6860.8,660.352,13,beauty make-up,48,Rochester Group,ksmith4t@blinklist.com,24,57,HELSINKI,Finland
5054,SO - 0005155,42391,Distributor,USD,AXW291,6,7,871.0,6097.0,644.54,9,health & personal care,169,Fivebridge Ltd,vmarshall1s@freewebs.com,22,6,PARIS,France
5055,SO - 0005156,42391,Distributor,USD,AXW291,14,8,2559.4,20475.2,1945.144,8,car & motorbike,161,Aveda Group,swilson46@freewebs.com,58,14,Kharkov,Ukraine
5056,SO - 0005157,42391,Wholesale,USD,AXW291,10,9,3812.3,34310.7,1601.166,12,garden & outdoor,69,Vinte Group,randerson1k@mozilla.com,48,10,MINSK,Belarus
5057,SO - 0005158,42391,Wholesale,USD,AXW291,23,5,1058.6,5293.0,571.644,3,electronics,119,Livepath Corp,tdavis1v@state.gov,5,23,Birmingham,UK
5058,SO - 0005159,42391,Distributor,USD,NXH382,56,7,2479.0,17353.0,1958.41,11,toy & kids products,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,56,LISBOA (Lisbon),Portugal
5059,SO - 0005160,42391,Export,USD,AXW291,31,5,1742.0,8710.0,1480.7,1,home appliances,103,Skajo Ltd,vwatkins8z@unblog.fr,36,31,RIGA,Latvia
5060,SO - 0005161,42391,Wholesale,USD,FLR025,62,9,3162.4,28461.6,1739.32,10,accessories,132,CLINIQUE Ltd,jthompson1e@nba.com,65,62,Duisburg,Germany
5061,SO - 0005162,42391,Distributor,USD,AXW291,30,9,207.7,1869.3,97.619,10,accessories,131,Rooxo Company,jgriffine@latimes.com,22,30,Marseille,France
5062,SO - 0005163,42391,Wholesale,USD,AXW291,26,9,931.3,8381.7,605.345,14,musical instruments,40,Twinte Group,ebellpi@yandex.ru,59,26,Torino (Turin),Italy
5063,SO - 0005164,42391,Export,USD,GUT930,36,5,5098.7,25493.5,3365.142,14,musical instruments,99,Flipbug Ltd,rford65@google.co.jp,13,36,Kraków,Poland
5064,SO - 0005165,42391,Export,USD,NXH382,54,10,1165.8,11658.0,909.324,8,car & motorbike,116,Epic Group,sruizd@wikia.com,44,54,Poznan,Poland
5065,SO - 0005166,42392,Wholesale,USD,NXH382,47,7,1909.5,13366.5,954.75,7,men's & women's clothing,131,Rooxo Company,jgriffine@latimes.com,22,47,Glasgow,UK
5066,SO - 0005167,42392,Distributor,USD,AXW291,7,5,6244.4,31222.0,5057.964,2,books,53,Kare Corp,pfreeman2d@edublogs.org,50,7,BUCURESTI (Bucharest),Romania
5067,SO - 0005168,42392,Distributor,USD,AXW291,6,6,3872.6,23235.6,3252.984,14,musical instruments,67,Skyble Corp,dperkinsc1@washingtonpost.com,12,6,PARIS,France
5068,SO - 0005169,42392,Wholesale,USD,AXW291,26,12,1762.1,21145.2,1180.607,4,furniture,57,Camido Company,alopez2b@vistaprint.com,54,26,Torino (Turin),Italy
5069,SO - 0005170,42392,Export,USD,GUT930,43,7,2552.7,17868.9,1480.566,7,men's & women's clothing,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,43,KISHINEV,Moldova
5070,SO - 0005171,42392,Export,USD,GUT930,36,6,1005.0,6030.0,502.5,4,furniture,54,Revitol Company,aramos9w@php.net,41,36,Kraków,Poland
5071,SO - 0005172,42392,Wholesale,USD,AXW291,15,9,1340.0,12060.0,978.2,4,furniture,124,Roomm Company,hbishop6d@goodreads.com,15,15,Barcelona,Spain
5072,SO - 0005173,42392,Export,USD,NXH382,54,8,1842.5,14740.0,921.25,6,grocery & gourmet foods,100,Aibox Company,smorrisba@craigslist.org,6,54,Poznan,Poland
5073,SO - 0005174,42392,Wholesale,USD,AXW291,7,5,3852.5,19262.5,3236.1,5,sports & fitness,81,General Company,mjones2v@omniture.com,48,7,BUCURESTI (Bucharest),Romania
5074,SO - 0005175,42393,Distributor,USD,AXW291,19,7,1212.7,8488.9,715.493,14,musical instruments,54,Revitol Company,aramos9w@php.net,41,19,SOFIA,Bulgaria
5075,SO - 0005176,42393,Wholesale,USD,AXW291,6,5,3819.0,19095.0,2940.63,9,health & personal care,71,Remedy Ltd,gray5n@bravesites.com,38,6,PARIS,France
5076,SO - 0005177,42393,Wholesale,USD,AXW291,18,12,1065.3,12783.6,532.65,9,health & personal care,108,Vitz Company,pmorales92@naver.com,27,18,PRAHA (Prague),Czech Republic
5077,SO - 0005178,42393,Wholesale,USD,NXH382,56,9,1862.6,16763.4,1192.064,3,electronics,31,Golden Corp,kmoreno34@ca.gov,36,56,LISBOA (Lisbon),Portugal
5078,SO - 0005179,42393,Wholesale,USD,FLR025,62,11,1989.9,21888.9,1154.142,7,men's & women's clothing,152,Eayo Company,jcastillo1w@independent.co.uk,33,62,Duisburg,Germany
5079,SO - 0005180,42393,Distributor,USD,GUT930,38,9,2693.4,24240.6,2289.39,3,electronics,153,WOONSOCKET Corp,ejordan2g@nba.com,13,38,AMSTERDAM,Netherlands
5080,SO - 0005181,42393,Wholesale,USD,GUT930,41,7,4020.0,28140.0,2613.0,5,sports & fitness,13,Nexus Group,rsanders1e@latimes.com,9,41,Sevilla,Spain
5081,SO - 0005182,42393,Distributor,USD,GUT930,39,8,1212.7,9701.6,557.842,2,books,85,Lazzy Group,ewright29@theatlantic.com,19,39,Leeds,UK
5082,SO - 0005183,42393,Export,USD,GUT930,39,9,3484.0,31356.0,2891.72,13,beauty make-up,28,Army Group,aellis34@tiny.cc,46,39,Leeds,UK
5083,SO - 0005184,42394,Wholesale,USD,AXW291,24,8,3845.8,30766.4,2499.77,8,car & motorbike,108,Vitz Company,pmorales92@naver.com,27,24,Odessa,Ukraine
5084,SO - 0005185,42394,Distributor,USD,AXW291,28,5,2398.6,11993.0,1703.006,8,car & motorbike,41,Pixoboo Corp,gpalmer43@hexun.com,25,28,Zaporozhye,Ukraine
5085,SO - 0005186,42394,Distributor,USD,FLR025,65,10,6123.8,61238.0,3919.232,9,health & personal care,14,Alembic Ltd,bcooper41@guardian.co.uk,2,65,OSLO,Norway
5086,SO - 0005187,42394,Export,USD,AXW291,15,6,1788.9,10733.4,1216.452,8,car & motorbike,68,True Ltd,bcollins1t@prweb.com,4,15,Barcelona,Spain
5087,SO - 0005188,42394,Wholesale,USD,AXW291,10,7,3926.2,27483.4,2002.362,4,furniture,15,Centizu Company,sgarcia9k@myspace.com,23,10,MINSK,Belarus
5088,SO - 0005189,42394,Wholesale,USD,AXW291,6,8,180.9,1447.2,124.821,12,garden & outdoor,99,Flipbug Ltd,rford65@google.co.jp,13,6,PARIS,France
5089,SO - 0005190,42394,Wholesale,USD,AXW291,8,7,3169.1,22183.7,2313.443,5,sports & fitness,21,Viva Ltd,wyoungoo@ucla.edu,55,8,BUDAPEST,Hungary
5090,SO - 0005191,42394,Distributor,USD,NXH382,48,12,1172.5,14070.0,539.35,13,beauty make-up,76,NARS Group,bhamilton70@multiply.com,27,48,Zaragoza,Spain
5091,SO - 0005192,42395,Wholesale,USD,AXW291,16,7,3959.7,27717.9,2573.805,1,home appliances,131,Rooxo Company,jgriffine@latimes.com,22,16,Milano (Milan),Italy
5092,SO - 0005193,42395,Distributor,USD,AXW291,23,11,194.3,2137.3,108.808,9,health & personal care,86,Voolith Ltd,ddayqi@amazon.co.jp,66,23,Birmingham,UK
5093,SO - 0005194,42395,Export,USD,AXW291,6,12,2318.2,27818.4,1877.742,1,home appliances,157,Flipstorm Group,jcarr8@oakley.com,51,6,PARIS,France
5094,SO - 0005195,42395,Wholesale,USD,NXH382,55,8,1916.2,15329.6,1494.636,3,electronics,123,Muxo Group,hday5g@webnode.com,11,55,Düsseldorf,Germany
5095,SO - 0005196,42395,Distributor,USD,AXW291,13,6,2512.5,15075.0,1055.25,13,beauty make-up,70,Cogidoo Company,mcarrolli3@foxnews.com,36,13,WIEN (Vienna),Austria
5096,SO - 0005197,42395,Export,USD,FLR025,64,10,174.2,1742.0,102.778,14,musical instruments,69,Vinte Group,randerson1k@mozilla.com,48,64,Mykolaiv,Ukraine
5097,SO - 0005198,42396,Wholesale,USD,FLR025,62,10,5668.2,56682.0,3344.238,2,books,142,Skippad Ltd,jchavezik@aboutads.info,27,62,Duisburg,Germany
5098,SO - 0005199,42396,Wholesale,USD,AXW291,31,10,1876.0,18760.0,1106.84,14,musical instruments,53,Kare Corp,pfreeman2d@edublogs.org,50,31,RIGA,Latvia
5099,SO - 0005200,42396,Distributor,USD,FLR025,66,9,1969.8,17728.2,886.41,14,musical instruments,137,Aldi Ltd,fcampbell80@360.cn,28,66,KOBENHAVN (Copenhagen),Denmark
5100,SO - 0005201,42396,Wholesale,USD,GUT930,44,5,1045.2,5226.0,836.16,1,home appliances,158,Linklinks Ltd,kjones2g@walmart.com,15,44,Genova,Italy
5101,SO - 0005202,42396,Distributor,USD,NXH382,50,8,5681.6,45452.8,2727.168,11,toy & kids products,100,Aibox Company,smorrisba@craigslist.org,6,50,Rotterdam,Netherlands
5102,SO - 0005203,42396,Distributor,USD,AXW291,27,10,1105.5,11055.0,442.2,4,furniture,77,Valeant Corp,bbowman1j@phpbb.com,60,27,ZAGREB,Croatia
5103,SO - 0005204,42396,Wholesale,USD,AXW291,12,7,5427.0,37989.0,2170.8,15,pet supplies,67,Skyble Corp,dperkinsc1@washingtonpost.com,12,12,BEOGRAD (Belgrade),Serbia
5104,SO - 0005205,42397,Wholesale,USD,AXW291,26,11,2378.5,26163.5,1403.315,14,musical instruments,65,CARDINAL Group,emarshall1o@multiply.com,8,26,Torino (Turin),Italy
5105,SO - 0005206,42397,Wholesale,USD,AXW291,8,7,5038.4,35268.8,2418.432,14,musical instruments,113,Talane Group,ajacobs49@ow.ly,64,8,BUDAPEST,Hungary
5106,SO - 0005207,42397,Wholesale,USD,AXW291,2,10,857.6,8576.0,497.408,6,grocery & gourmet foods,4,Eire Corp,rgreene16@deviantart.com,64,2,BERLIN,Germany
5107,SO - 0005208,42397,Distributor,USD,AXW291,27,8,1728.6,13828.8,1417.452,10,accessories,87,Johnson Ltd,rrussell6p@multiply.com,53,27,ZAGREB,Croatia
5108,SO - 0005209,42397,Wholesale,USD,GUT930,44,6,221.1,1326.6,163.614,15,pet supplies,120,Chatterbri Ltd,smiller24@biglobe.ne.jp,50,44,Genova,Italy
5109,SO - 0005210,42397,Distributor,USD,GUT930,45,11,1118.9,12307.9,637.773,5,sports & fitness,167,Nlounge Ltd,fromero4g@behance.net,62,45,Frankfurt am Main,Germany
5110,SO - 0005211,42397,Distributor,USD,AXW291,28,7,207.7,1453.9,137.082,3,electronics,102,Linkbuzz Ltd,bsimsla@icio.us,64,28,Zaporozhye,Ukraine
5111,SO - 0005212,42397,Wholesale,USD,AXW291,16,10,1051.9,10519.0,641.659,13,beauty make-up,106,Organon Corp,cwillis1c@theatlantic.com,15,16,Milano (Milan),Italy
5112,SO - 0005213,42398,Wholesale,USD,AXW291,26,8,214.4,1715.2,107.2,2,books,44,Fivechat Company,jrose1k@163.com,10,26,Torino (Turin),Italy
5113,SO - 0005214,42398,Wholesale,USD,AXW291,6,8,6485.6,51884.8,4734.488,12,garden & outdoor,147,SUPERVALU Ltd,pbowman2q@usa.gov,27,6,PARIS,France
5114,SO - 0005215,42398,Export,USD,GUT930,46,7,2706.8,18947.6,1569.944,7,men's & women's clothing,71,Remedy Ltd,gray5n@bravesites.com,38,46,Wroclaw (Breslau),Poland
5115,SO - 0005216,42398,Wholesale,USD,AXW291,9,6,951.4,5708.4,589.868,1,home appliances,159,Quaxo Ltd,jgray33@blogtalkradio.com,30,9,Hamburg,Germany
5116,SO - 0005217,42398,Distributor,USD,NXH382,49,7,1983.2,13882.4,1487.4,4,furniture,47,Gigabox Group,jjohnston3t@homestead.com,39,49,Essen,Germany
5117,SO - 0005218,42398,Wholesale,USD,AXW291,9,10,3872.6,38726.0,2517.19,6,grocery & gourmet foods,48,Rochester Group,ksmith4t@blinklist.com,24,9,Hamburg,Germany
5118,SO - 0005219,42398,Distributor,USD,GUT930,39,11,3999.9,43998.9,3119.922,8,car & motorbike,162,Oba Company,rnichols24@plala.or.jp,41,39,Leeds,UK
5119,SO - 0005220,42399,Distributor,USD,NXH382,49,8,2244.5,17956.0,1773.155,2,books,30,Shuffledri Group,vlittle3@wordpress.com,28,49,Essen,Germany
5120,SO - 0005221,42399,Wholesale,USD,AXW291,25,11,1748.7,19235.7,699.48,11,toy & kids products,44,Fivechat Company,jrose1k@163.com,10,25,Köln (Cologne),Germany
5121,SO - 0005222,42399,Distributor,USD,AXW291,6,12,3845.8,46149.6,1615.236,15,pet supplies,48,Rochester Group,ksmith4t@blinklist.com,24,6,PARIS,France
5122,SO - 0005223,42399,Export,USD,AXW291,17,7,2398.6,16790.2,1990.838,12,garden & outdoor,63,Pfizer Corp,cwillis4l@answers.com,26,17,München (Munich),Germany
5123,SO - 0005224,42399,Distributor,USD,AXW291,23,8,5554.3,44434.4,4276.811,13,beauty make-up,141,Skinder Group,slawsonci@meetup.com,46,23,Birmingham,UK
5124,SO - 0005225,42399,Wholesale,USD,FLR025,62,6,3926.2,23557.2,2630.554,5,sports & fitness,136,Bath Group,cparker3z@state.tx.us,58,62,Duisburg,Germany
5125,SO - 0005226,42399,Export,USD,AXW291,29,8,6231.0,49848.0,3177.81,3,electronics,114,Terumo Corp,pmartinez3e@fc2.com,37,29,Lódz,Poland
5126,SO - 0005227,42399,Distributor,USD,AXW291,25,6,6056.8,36340.8,4118.624,9,health & personal care,106,Organon Corp,cwillis1c@theatlantic.com,15,25,Köln (Cologne),Germany
5127,SO - 0005228,42400,Export,USD,NXH382,49,6,2552.7,15316.2,1327.404,9,health & personal care,33,Cadila Ltd,joliver2c@usda.gov,36,49,Essen,Germany
5128,SO - 0005229,42400,Distributor,USD,GUT930,46,9,1038.5,9346.5,882.725,1,home appliances,92,Yodoo Ltd,fscottii@fotki.com,24,46,Wroclaw (Breslau),Poland
5129,SO - 0005230,42400,Wholesale,USD,GUT930,44,11,6244.4,68688.4,5182.852,9,health & personal care,164,Divanoodle Ltd,cgarrettkj@ted.com,26,44,Genova,Italy
5130,SO - 0005231,42400,Wholesale,USD,GUT930,33,11,3852.5,42377.5,1926.25,12,garden & outdoor,65,CARDINAL Group,emarshall1o@multiply.com,8,33,ATHINAI (Athens),Greece
5131,SO - 0005232,42400,Wholesale,USD,AXW291,10,8,3906.1,31248.8,2812.392,1,home appliances,44,Fivechat Company,jrose1k@163.com,10,10,MINSK,Belarus
5132,SO - 0005233,42400,Export,USD,GUT930,32,12,227.8,2733.6,111.622,12,garden & outdoor,93,Meejo Corp,jreed7i@epa.gov,29,32,Lvov,Ukraine
5133,SO - 0005234,42400,Distributor,USD,GUT930,34,5,3457.2,17286.0,1486.596,9,health & personal care,106,Organon Corp,cwillis1c@theatlantic.com,15,34,Salonika,Greece
5134,SO - 0005235,42400,Wholesale,USD,GUT930,36,7,2412.0,16884.0,1712.52,11,toy & kids products,101,Feednation Corp,rbennett8q@tinypic.com,29,36,Kraków,Poland
5135,SO - 0005236,42401,Wholesale,USD,GUT930,35,10,4006.6,40066.0,3285.412,8,car & motorbike,51,Yombu Corp,dfox1t@reuters.com,13,35,STOCKHOLM,Sweden
5136,SO - 0005237,42401,Wholesale,USD,FLR025,66,7,261.3,1829.1,107.133,8,car & motorbike,122,Brightdog Corp,esimpson44@canalblog.com,33,66,KOBENHAVN (Copenhagen),Denmark
5137,SO - 0005238,42401,Export,USD,AXW291,16,5,938.0,4690.0,534.66,11,toy & kids products,86,Voolith Ltd,ddayqi@amazon.co.jp,66,16,Milano (Milan),Italy
5138,SO - 0005239,42401,Distributor,USD,NXH382,49,10,3028.4,30284.0,2150.164,6,grocery & gourmet foods,173,H Ltd,pgonzales7y@youku.com,12,49,Essen,Germany
5139,SO - 0005240,42401,Wholesale,USD,AXW291,6,7,2546.0,17822.0,1476.68,6,grocery & gourmet foods,11,Voonyx Group,sandrews4j@cisco.com,15,6,PARIS,France
5140,SO - 0005241,42401,Wholesale,USD,AXW291,12,7,214.4,1500.8,124.352,8,car & motorbike,100,Aibox Company,smorrisba@craigslist.org,6,12,BEOGRAD (Belgrade),Serbia
5141,SO - 0005242,42401,Wholesale,USD,AXW291,24,8,214.4,1715.2,96.48,2,books,94,Browsetype Corp,fbutlerco@1und1.de,63,24,Odessa,Ukraine
5142,SO - 0005243,42402,Distributor,USD,GUT930,39,9,3845.8,34612.2,1922.9,15,pet supplies,21,Viva Ltd,wyoungoo@ucla.edu,55,39,Leeds,UK
5143,SO - 0005244,42402,Wholesale,USD,AXW291,4,10,1038.5,10385.0,737.335,7,men's & women's clothing,20,Tagfeed Ltd,srichardson8l@ucla.edu,56,4,ROMA,Italy
5144,SO - 0005245,42402,Distributor,USD,FLR025,61,7,234.5,1641.5,93.8,4,furniture,60,BTA Corp,jpeters2z@wordpress.org,5,61,SARAJEVO,Bosnia
5145,SO - 0005246,42402,Export,USD,GUT930,34,12,904.5,10854.0,443.205,6,grocery & gourmet foods,125,Zooveo Company,jevans0@guardian.co.uk,22,34,Salonika,Greece
5146,SO - 0005247,42402,Wholesale,USD,AXW291,21,12,1728.6,20743.2,1019.874,6,grocery & gourmet foods,62,Topiczoom Corp,tgordondk@diigo.com,53,21,Donetsk,Ukraine
5147,SO - 0005248,42402,Distributor,USD,GUT930,44,9,743.7,6693.3,312.354,2,books,59,Gabvine Ltd,aturner9s@webs.com,64,44,Genova,Italy
5148,SO - 0005249,42403,Wholesale,USD,AXW291,2,11,1192.6,13118.6,632.078,10,accessories,22,SAFEWAY Ltd,rclark1m@oracle.com,45,2,BERLIN,Germany
